ID;Zona Urbana/Rural;Usuário;Você tem título de eleitor e vota em Itaíba?;Em qual localidade você mora?;Sexo;Idade;Escolaridade;Renda da Família;Vamos começar a pesquisa. Por favor, reflita. Neste ano, 2024, terá eleição para Prefeitura de Itaíba. Você já tem candidato?;Se sim, quem?;Considerando opções, se os candidatos forem estes, em quem você votaria?;E, considerando estas diferentes opções, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;Na sua opinião, qual seria o candidato a vice-prefeito ideal para Rogéria Martins?;Mudando de assunto. Na sua opinião, a Prefeita de Itaíba, Regina da Saúde, está realizando uma administração:;5 ̊) De um modo geral, você aprova ou desaprova a gestão da Prefeita de Itaíba, Regina da Saúde?;Em relação ao Governo Estadual, a governadora Raquel Lyra, está realizando uma administração:;Em relação ao Governo Federal, o presidente Lula, está realizando uma administração:;Agora, sobre as dificuldades do dia a dia, na sua opinião, qual é o principal problema de Itaíba?;Agora, avalie cada área do município entre ótimo, bom, regular, ruim ou péssimo: Saúde;Educação;Segurança;Limpeza;Calçamento/Estradas;Iluminação Pública;Assistência Social/Ação Social;Transporte (Carro da Saúde/Escolar);Lazer (Festas, Incentivo a Cultura, Esportes);Agricultura (Apoio ao Produtor Rural);Abastecimento de Água;Na sua opinião, qual obra ou ação você gostaria que fosse realizada pelo próximo prefeito(a) de Itaíba?;Ainda sobre política, reflita. Qual o vereador mais atuante/que mais trabalha por Itaíba?;Para cada um desses nomes, diga se VOTARIA COM CERTEZA, PODERIA VOTAR, NÃO VOTARIA DE JEITO NENHUM ou NÃO CONHECE O SUFICIENTE PARA OPINAR: Rogéria Martins;Pedro Pilota;Valdo do Pipa;Por último, reflita. Você votaria num candidato(a) apoiado pela atual prefeita Regina da Saúde?
159;Zona Urbana;Wenia ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino fundamental;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jessé;Ótima;Aprova;Ótima;Boa;Nenhum;Ótimo;Bom;Bom;Bom;Ótimo;Ótimo;Bom;Bom;Bom;Bom;Bom;Incentivo a esportes;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Sim, votaria
168;Zona Urbana;Wenia ;Sim;Centro;Masculino;16 a 24 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jessé;Péssima;Desaprova;Regular;Ótima;Estradas/Calçamento/Asfalto;Regular;Regular;Regular;Regular;Péssimo;Bom;Regular;Regular;Péssimo;Regular;Regular;Resgatar Festa do Leite;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Sim, votaria
182;Zona Urbana;Luís ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Rogéria Martins;Jessé;Regular;Aprova;Regular;Ótima;Estradas/Calçamento/Asfalto;Bom;Bom;Péssimo;Regular;Péssimo;Regular;Bom;Regular;Péssimo;Regular;Péssimo;Melhorias e novos postos de saúde;Dinha;Poderia votar;Não votaria de jeito nenhum;Votaria com certeza;Não votaria
197;Zona Urbana;Luís ;Sim;Centro;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jessé;Ótima;Aprova;Regular;Boa;Geração de Emprego e Renda;Bom;Bom;Bom;Bom;Ótimo;Bom;Regular;Regular;Regular;Regular;Péssimo;Abastecimento de Água;Dindo;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Sim, votaria
198;Zona Urbana;Luís ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jessé;Boa;Aprova;Regular;Boa;Geração de Emprego e Renda;Ótimo;Ótimo;Ótimo;Bom;Regular;Ótimo;Bom;Ótimo;Regular;Bom;Ruim;Resgatar Festa do Leite;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Sim, votaria
261;Zona Urbana;Manuela ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Jessé;Regular;Aprova;Regular;Boa;Infraestrutura;Ótimo;Ótimo;Ruim;Bom;Regular;Ruim;Bom;Ótimo;Péssimo;Ruim;Péssimo;Incentivo a esportes;Jorge do Cachorro Quente;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Não votaria
267;Zona Urbana;Manuela ;Sim;Centro;Masculino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Jessé;Regular;Não sabe/Não respondeu;Regular;Boa;Geração de Emprego e Renda;Regular;Regular;Ruim;Bom;Ruim;Ruim;Ruim;Regular;Péssimo;Regular;Regular;Cursos profissionalizantes;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Não votaria
269;Zona Urbana;Wenia ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Jessé;Regular;Aprova;Regular;Boa;Geração de Emprego e Renda;Ótimo;Ótimo;Regular;Bom;Regular;Ruim;Regular;Regular;Bom;Regular;Regular;Atrair empresas e gerar empregos;Jessé;Votaria com certeza;Votaria com certeza;Não votaria de jeito nenhum;Sim, votaria
274;Zona Urbana;Wenia ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Jessé;Ótima;Aprova;Boa;Boa;Estradas/Calçamento/Asfalto;Ótimo;Bom;Ótimo;Bom;Regular;Regular;Regular;Regular;Regular;Regular;Péssimo;Atrair empresas e gerar empregos;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Sim, votaria
294;Zona Urbana;Luís ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Jessé;Regular;Aprova;Boa;Boa;Limpeza;Ótimo;Ótimo;Bom;Ruim;Regular;Bom;Ótimo;Ótimo;Regular;Ótimo;Bom;Atrair empresas e gerar empregos;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Depende do candidato
318;Zona Rural;Luciana ;Sim;Sítio Santa Maria;Masculino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Jessé;Regular;Aprova;Regular;Boa;Geração de Emprego e Renda;Bom;Ótimo;Regular;Bom;Regular;Bom;Bom;Bom;Ruim;Bom;Bom;Atrair empresas e gerar empregos;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Depende do candidato
332;Zona Rural;Manuela ;Sim;Sítio Caraíbas;Masculino;25 a 34 anos;Até o ensino fundamental;De 2 a 5 salários mínimos (de R$2.824,00 a R$7.060,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jessé;Regular;Aprova;Boa;Regular;Educação;Ótimo;Ruim;Péssimo;Regular;Regular;Regular;Regular;Regular;Ruim;Regular;Ruim;Atrair empresas e gerar empregos;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Depende do candidato
333;Zona Rural;Manuela ;Sim;Sítio Caraíbas;Feminino;45 a 59 anos;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Jessé;Boa;Aprova;Regular;Boa;Transporte Escolar;Regular;Bom;Ruim;Regular;Regular;Bom;Regular;Péssimo;Regular;Bom;Ruim;Abastecimento de Água;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Depende do candidato
334;Zona Rural;Manuela ;Sim;Assentamento Santa Luzia;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jessé;Boa;Aprova;Regular;Regular;Segurança;Bom;Bom;Ruim;Regular;Regular;Bom;Bom;Bom;Ruim;Regular;Péssimo;Abastecimento de Água;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Depende do candidato
79;Zona Urbana;Rochelle ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Rogéria Martins;Jorge do Cachorro Quente;Regular;Aprova;Regular;Boa;Saúde;Regular;Bom;Regular;Bom;Regular;Bom;Regular;Regular;Regular;Não sabe/Não respondeu;Regular;Calçamento de Ruas;Marcelo Pilota;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não sabe/Não respondeu
113;Zona Urbana;agatha ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Jorge do Cachorro Quente;Regular;Aprova;Boa;Ruim;Lazer;Bom;Regular;Ruim;Regular;Ruim;Regular;Regular;Regular;Ruim;Ruim;Regular;Investir mais em saneamento;Eraldo Pequeno;Votaria com certeza;Poderia votar;Poderia votar;Depende do candidato
122;Zona Urbana;agatha ;Sim;Centro;Masculino;45 a 59 anos;Até a faculdade ou mais;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Jorge do Cachorro Quente;Péssima;Desaprova;Ótima;Ótima;Geração de Emprego e Renda;Regular;Regular;Péssimo;Regular;Péssimo;Péssimo;Bom;Péssimo;Péssimo;Péssimo;Regular;Recuperar e construir escolas;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Não votaria
136;Zona Urbana;Luciana ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jorge do Cachorro Quente;Boa;Aprova;Regular;Boa;Geração de Emprego e Renda;Bom;Bom;Bom;Bom;Ruim;Regular;Bom;Regular;Ruim;Ruim;Ruim;Atrair empresas e gerar empregos;Jorge do Cachorro Quente;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
208;Zona Urbana;agatha ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Jorge do Cachorro Quente;Regular;Desaprova;Regular;Boa;Geração de Emprego e Renda;Regular;Regular;Ruim;Regular;Regular;Regular;Não sabe/Não respondeu;Regular;Regular;Regular;Ruim;Atrair empresas e gerar empregos;Não sabe/Não respondeu;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Não votaria
254;Zona Urbana;Paula;Sim;Centro;Masculino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jorge do Cachorro Quente;Regular;Desaprova;Boa;Boa;Estradas/Calçamento/Asfalto;Regular;Bom;Péssimo;Regular;Péssimo;Regular;Não sabe/Não respondeu;Ruim;Péssimo;Ruim;Bom;Calçamento de Ruas;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Sim, votaria
258;Zona Urbana;Paula;Sim;Centro;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Jorge do Cachorro Quente;Boa;Não sabe/Não respondeu;Ruim;Regular;Estradas/Calçamento/Asfalto;Ótimo;Bom;Ruim;Bom;Péssimo;Regular;Bom;Bom;Ruim;Bom;Ruim;Manutenção das Estradas;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
309;Zona Rural;Rochelle ;Sim;Assentamento Lagoa Comprida;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Não sabe/Não respondeu;Rogéria Martins;Jorge do Cachorro Quente;Boa;Aprova;Regular;Ótima;Estradas/Calçamento/Asfalto;Regular;Bom;Regular;Bom;Ruim;Bom;Regular;Bom;Regular;Regular;Regular;Atrair empresas e gerar empregos;Jorge do Cachorro Quente;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Sim, votaria
6;Zona Rural;Manuela ;Sim;Distrito Negras;Feminino;45 a 59 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Juliano Martins;Regular;Aprova;Regular;Boa;Estradas/Calçamento/Asfalto;Bom;Bom;Bom;Bom;Ruim;Regular;Bom;Bom;Regular;Bom;Regular;Manutenção das Estradas;Não sabe/Não respondeu;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Depende do candidato
147;Zona Urbana;Wenia ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Juliano Martins;Ótima;Aprova;Péssima;Péssima;Não sabe/Não respondeu;Ruim;Péssimo;Bom;Regular;Ruim;Ruim;Regular;Ruim;Ruim;Regular;Péssimo;Incentivo a esportes;Lula do Doce;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
9;Zona Rural;Manuela ;Sim;Distrito Negras;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Não sabe/Não respondeu;Ruim;Desaprova;Regular;Regular;Geração de Emprego e Renda;Bom;Ruim;Regular;Bom;Ruim;Regular;Péssimo;Regular;Regular;Regular;Bom;Recuperação e mais Praças;Lula do Doce;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Depende do candidato
11;Zona Rural;Arthur;Sim;Distrito Negras;Masculino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Regular;Não sabe/Não respondeu;Regular;Boa;Segurança;Bom;Bom;Ruim;Regular;Bom;Bom;Regular;Bom;Regular;Bom;Regular;Investir mais em segurança;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
14;Zona Rural;Arthur;Sim;Distrito Negras;Feminino;34 a 44 anos;Até o ensino médio;Prefere não responder;Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Rogéria Martins;Não sabe/Não respondeu;Regular;Aprova;Regular;Regular;Saúde;Péssimo;Regular;Ótimo;Bom;Péssimo;Ruim;Regular;Ruim;Regular;Regular;Péssimo;Melhorias e novos postos de saúde;Jorge do Cachorro Quente;Não votaria de jeito nenhum;Poderia votar;Poderia votar;Depende do candidato
28;Zona Rural;Andrynnes ;Sim;Distrito Negras;Masculino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Péssima;Desaprova;Não sabe/Não respondeu;Boa;Saúde;Ruim;Ruim;Ruim;Regular;Ruim;Bom;Regular;Ruim;Regular;Ruim;Regular;Creche;Lula do Doce;Votaria com certeza;Não conhece o suficiente;Não conhece o suficiente;Não votaria
29;Zona Rural;Riquinho ;Sim;Distrito Negras;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Regular;Regular;Lazer;Bom;Bom;Bom;Bom;Regular;Bom;Bom;Bom;Péssimo;Ruim;Regular;Creche;Essio Tenório;Poderia votar;Não votaria de jeito nenhum;Votaria com certeza;Depende do candidato
41;Zona Rural;Rochelle ;Sim;Distrito Negras;Feminino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Não sabe/Não respondeu;Regular;Aprova;Não sabe/Não respondeu;Ruim;Saneamento Básico;Regular;Regular;Regular;Bom;Regular;Regular;Regular;Bom;Bom;Não sabe/Não respondeu;Ruim;Investir mais em saneamento;Jorge do Cachorro Quente;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
42;Zona Rural;Rochelle ;Sim;Distrito Negras;Feminino;45 a 59 anos;Até o ensino médio;De 2 a 5 salários mínimos (de R$2.824,00 a R$7.060,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Ótima;Aprova;Boa;Ótima;Segurança;Bom;Bom;Ruim;Bom;Regular;Bom;Regular;Bom;Regular;Não sabe/Não respondeu;Regular;Investir mais em segurança;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
43;Zona Rural;Rochelle ;Sim;Distrito Negras;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Não sabe/Não respondeu;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Ruim;Boa;Segurança;Bom;Regular;Ruim;Regular;Ruim;Bom;Regular;Bom;Ruim;Não sabe/Não respondeu;Regular;Investir mais em saneamento;Jorge do Cachorro Quente;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não sabe/Não respondeu
45;Zona Rural;Rochelle ;Sim;Distrito Negras;Feminino;45 a 59 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Não sabe/Não respondeu;Boa;Geração de Emprego e Renda;Bom;Bom;Regular;Bom;Bom;Bom;Regular;Regular;Regular;Não sabe/Não respondeu;Regular;Investir mais em segurança;Jorge do Cachorro Quente;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não sabe/Não respondeu
46;Zona Rural;Rochelle ;Sim;Distrito Negras;Masculino;25 a 34 anos;Até o ensino médio;De 2 a 5 salários mínimos (de R$2.824,00 a R$7.060,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Ruim;Boa;Geração de Emprego e Renda;Regular;Bom;Ruim;Bom;Regular;Bom;Regular;Regular;Ruim;Não sabe/Não respondeu;Regular;Não sabe/Não respondeu;Dinha;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
47;Zona Rural;Rochelle ;Sim;Distrito Negras;Feminino;25 a 34 anos;Até a faculdade ou mais;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Não sabe/Não respondeu;Boa;Geração de Emprego e Renda;Bom;Bom;Regular;Bom;Regular;Bom;Regular;Bom;Regular;Não sabe/Não respondeu;Ruim;Investir mais em saneamento;Não sabe/Não respondeu;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
62;Zona Rural;Andrynnes ;Sim;Povoado Jirau;Feminino;60 anos ou mais;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Não sabe/Não respondeu;Boa;Geração de Emprego e Renda;Bom;Bom;Ruim;Bom;Regular;Bom;Péssimo;Regular;Regular;Ruim;Bom;Investir mais em segurança;Nenhum;Votaria com certeza;Não conhece o suficiente;Não conhece o suficiente;Depende do candidato
65;Zona Rural;Andrynnes ;Sim;Povoado Jirau;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Não sabe/Não respondeu;Regular;Aprova;Boa;Ótima;Segurança;Regular;Bom;Ruim;Bom;Regular;Regular;Regular;Bom;Ruim;Péssimo;Regular;Programas de Moradias;Osvaldo;Votaria com certeza;Poderia votar;Poderia votar;Depende do candidato
70;Zona Rural;Andrynnes ;Sim;Povoado Jirau;Feminino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Péssima;Desaprova;Boa;Boa;Geração de Emprego e Renda;Bom;Bom;Bom;Bom;Bom;Péssimo;Regular;Bom;Regular;Não sabe/Não respondeu;Bom;Cursos profissionalizantes;Nenhum;Poderia votar;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
77;Zona Rural;Arthur;Sim;Povoado Jirau;Masculino;34 a 44 anos;Até o ensino médio;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Ótima;Regular;Segurança;Bom;Ótimo;Péssimo;Bom;Bom;Bom;Bom;Regular;Bom;Regular;Ótimo;Investir mais em segurança;Jorge do Cachorro Quente;Poderia votar;Poderia votar;Poderia votar;Depende do candidato
80;Zona Urbana;Rochelle ;Sim;Centro;Feminino;25 a 34 anos;Até o ensino fundamental;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Regular;Ruim;Geração de Emprego e Renda;Bom;Regular;Regular;Bom;Ruim;Regular;Regular;Regular;Regular;Não sabe/Não respondeu;Ruim;Calçamento de Ruas;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
86;Zona Urbana;Paula;Sim;Centro;Masculino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Não sabe/Não respondeu;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Boa;Péssima;Geração de Emprego e Renda;Bom;Bom;Bom;Bom;Regular;Bom;Bom;Bom;Bom;Bom;Bom;Não sabe/Não respondeu;Não sabe/Não respondeu;Votaria com certeza;Poderia votar;Poderia votar;Sim, votaria
